1.10212	102
1.15212	102
1.20581	102
1.20781	102
1.20981	103
1.21181	103
1.21382	104
1.25581	102
1.25781	102
1.25981	103
1.26181	103
1.26382	104
1.30946	117
1.31147	116
1.31347	114
1.31547	113
1.31748	113
1.31948	112
1.32148	112
1.32348	112
1.32549	112
1.35946	117
1.36147	116
1.36347	114
1.36547	113
1.36748	113
1.36948	112
1.37148	112
1.37348	112
1.37549	112
1.41312	123
1.41513	121
1.41713	119
1.41913	118
1.42114	117
1.42314	116
1.42514	115
1.42714	115
1.42915	115
1.43115	114
1.43315	115
1.43515	115
1.43716	115
1.43916	115
1.44116	116
1.44316	116
1.44517	117
1.44717	118
1.46312	123
1.46513	121
1.46713	119
1.46913	118
1.47114	117
1.47314	116
1.47514	115
1.47714	115
1.47915	115
1.48115	114
1.48315	115
1.48515	115
1.48716	115
1.48916	115
1.49116	116
1.49316	116
1.49517	117
1.49717	118
1.51678	127
1.51879	124
1.52079	122
1.52279	120
1.52479	118
1.5268	117
1.5288	116
1.5308	116
1.53281	115
1.53481	115
1.53681	115
1.53881	115
1.54082	115
1.54282	115
1.54482	116
1.54682	116
1.54883	117
1.55083	117
1.55283	118
1.55483	118
1.55684	119
1.55884	120
1.56084	121
1.56285	121
1.56485	122
1.56685	123
1.56885	124
1.57086	125
1.57286	126
1.57486	127
1.57686	128
1.57887	128
1.58087	129
1.58287	130
1.58487	131
1.58688	132
1.58888	129
1.59088	129
1.59289	129
1.59489	129
1.59689	129
1.59889	129
1.6009	130
1.6029	130
1.6049	131
1.6069	131
1.60891	132
1.61091	132
1.61291	133
1.61491	134
1.61692	135
1.61892	135
1.62092	136
1.62293	137
1.62493	138
1.62693	139
1.62893	140
1.63094	141
1.63294	142
1.63494	142
1.63694	143
1.63895	144
1.64095	145
1.64295	146
1.64495	147
1.64696	148
1.64896	149
1.65096	150
1.65297	151
1.65497	152
1.65697	153
1.65897	154
1.66098	142
1.66298	143
1.66498	143
1.66698	144
1.66899	145
1.67099	145
1.67299	146
1.67499	147
1.677	147
1.679	148
1.681	149
1.68301	150
1.68501	151
1.68701	152
1.68901	153
1.69102	154
1.69302	155
1.69502	156
1.69653	157
1.69831	158
1.69947	158
1.70147	159
1.70262	160
1.7044	160
1.70556	160
1.70756	161
1.70871	161
1.71049	161
1.71165	161
1.71343	162
1.71543	162
1.71658	162
1.71774	162
1.71952	162
1.72152	162
1.72267	162
1.72468	163
1.72583	163
1.72783	160
1.72861	163
1.73162	158
1.73262	163
1.73477	164
1.73577	156
1.73793	165
1.73993	155
1.74071	166
1.74371	155
1.74472	167
1.74687	168
1.74787	155
1.75003	169
1.75203	155
1.75281	170
1.75581	156
1.75681	171
1.75897	173
1.75997	157
1.76213	174
1.76413	158
1.76491	175
1.76791	159
1.76807	176
1.77207	161
1.77523	163
1.77801	165
1.78001	166
1.78201	168
1.78402	169
1.78553	171
1.78731	172
