1.10211	14.1406
1.20558	15.5547
1.20718	16.9688
1.20879	18.3828
1.21039	19.7969
1.21199	21.2109
1.30903	22.625
1.31064	24.0391
1.31224	25.4531
1.31384	26.8672
1.31544	28.2812
1.31705	29.6953
1.31865	31.1094
1.41249	32.5234
1.41409	33.9375
1.41569	35.3516
1.41729	36.7656
1.4189	38.1797
1.4205	39.5938
1.4221	41.0078
1.4237	42.4219
1.4253	43.8359
1.42691	45.25
1.42851	46.6641
1.51674	48.0781
1.51834	49.4922
1.51994	50.9062
1.52155	52.3203
1.52315	53.7344
1.52475	55.1484
1.52635	56.5625
1.52795	57.9766
1.52956	59.3906
1.53116	60.8047
1.53276	62.2188
1.53436	63.6328
1.53597	65.0469
1.53757	66.4609
1.53917	67.875
1.54077	69.2891
1.62019	70.7031
1.62179	72.1172
1.6234	73.5312
1.625	74.9453
1.6266	76.3594
1.6282	77.7734
1.62981	79.1875
1.63141	80.6016
1.63301	82.0156
1.63461	83.4297
1.63621	84.8438
1.63782	86.2578
1.63942	87.6719
1.64102	89.0859
1.64262	90.5
1.64422	91.9141
1.64583	93.3281
1.64743	94.7422
1.64903	96.1562
1.65063	97.5703
1.65223	98.9844
1.65384	100.398
1.65544	101.812
1.65704	103.227
1.72364	104.641
1.72525	106.055
1.72685	107.469
1.72845	108.883
1.73005	110.297
1.73166	111.711
1.73326	113.125
1.73486	114.539
1.73646	115.953
1.73806	117.367
1.73967	118.781
1.74127	120.195
1.74287	121.609
1.74447	123.023
1.74607	124.438
1.74768	125.852
1.74928	127.266
1.75088	128.68
1.75248	130.094
1.75409	131.508
1.75569	132.922
1.75729	134.336
1.75889	135.75
1.76049	137.164
1.7621	138.578
1.7637	139.992
1.7653	141.406
1.7669	142.82
1.7685	144.234
1.77011	145.648
1.77171	147.062
1.77331	148.477
1.77491	149.891
1.77651	151.305
1.77812	152.719
1.77972	154.133
1.8271	155.547
1.8287	156.961
1.8303	158.375
1.8319	159.789
1.83351	161.203
1.83511	162.617
1.83671	164.031
1.83831	165.445
1.83991	166.859
1.84152	168.273
1.84312	169.688
1.84472	171.102
1.84632	172.516
1.84792	173.93
1.84953	175.344
1.85113	176.758
1.85273	178.172
1.85433	179.586
1.85594	181
1.85754	182.414
1.85914	183.828
1.86074	185.242
1.86234	186.656
1.86395	188.07
1.86555	189.484
1.86715	190.898
1.86875	192.312
1.86989	193.727
1.87132	195.141
1.87224	196.555
1.87384	197.969
1.87477	199.383
1.87619	200.797
1.87711	202.211
1.87871	203.625
1.87964	205.039
1.88106	206.453
1.88199	207.867
1.88359	209.281
1.88451	210.695
1.88593	212.109
1.88686	213.523
1.88846	214.938
1.88938	216.352
1.89081	217.766
1.89173	219.18
1.89333	220.594
1.89426	222.008
1.89568	223.422
1.8966	224.836
1.89821	226.25
1.93055	227.664
1.93215	229.078
1.93307	230.492
1.93468	231.906
1.9356	233.32
1.93702	234.734
