1.1	1	13.9286	0	2.19216	0
1.1	2	0.2416	0	0.118927	0
1.2	1	15	0	8.54466	0
1.2	2	0.25792	0	0.246052	0
1.3	1	14.9978	1	19.8083	0
1.3	2	0.41984	0	0.443129	0
1.4	1	14.9136	0	28.4058	0
1.4	2	0.61728	0	0.720583	0
1.5	1	15	0	32.9349	0
1.5	2	0.25792	0	0.847708	0
1.6	1	15	0	37.175	0
1.6	2	0.26208	0	0.976883	0
1.7	1	15	0	41.5392	0
1.7	2	0.25792	0	1.10401	0
1.8	1	14.88	0	45.9953	0
1.8	2	0.26208	0	1.23318	0
1.9	1	15	0	50.6199	0
1.9	2	0.25792	0	1.36031	0
2	1	15	0	55.3606	0
2	2	0.26208	0	1.48948	0
2.1	1	15	0	60.2175	0
2.1	2	0.25792	0	1.61661	0
2.2	1	15	0	65.1874	0
2.2	2	0.25792	0	1.74373	0
2.3	1	15	0	70.2702	0
2.3	2	0.26208	0	1.87291	0
2.4	1	14.88	0	75.4215	0
2.4	2	0.25792	0	2.00003	0
2.5	1	15	0	80.7295	0
2.5	2	0.26208	0	2.12921	0
2.6	1	15	0	86.1439	0
2.6	2	0.25792	0	2.25633	0
2.7	1	15	0	91.6617	0
2.7	2	0.25792	0	2.38346	0
2.8	1	15	0	97.2812	0
2.8	2	0.26208	0	2.51263	0
2.9	1	15	0	103.001	0
2.9	2	0.25792	0	2.63976	0
3	1	14.88	0	108.772	0
3	2	0.26208	0	2.76893	0
3.1	1	15	0	114.688	0
3.1	2	0.25792	0	2.89606	0
3.2	1	15	0	120.698	0
3.2	2	0.26208	0	3.02523	0
3.3	1	15	0	126.803	0
3.3	2	0.25792	0	3.15236	0
3.4	1	15	1	133.002	0
3.4	2	0.26272	0	3.28154	0
3.5	1	14.9354	0	138.092	0
3.5	2	0.45824	0	3.48707	0
3.6	1	15	0	141.077	0
3.6	2	0.25792	0	3.6142	0
3.7	1	15	0	144.229	0
3.7	2	0.25792	0	3.74132	0
3.8	1	15	0	147.557	0
3.8	2	0.26208	0	3.8705	0
3.9	1	14.88	0	151.01	0
3.9	2	0.25792	0	3.99762	0
4	1	15	0	154.654	0
4	2	0.26208	0	4.1268	0
4.1	1	15	0	158.44	0
4.1	2	0.25792	0	4.25392	0
4.2	1	15	0	162.38	0
4.2	2	0.25792	0	4.38105	0
4.3	1	15	0	166.449	0
4.3	2	0.26208	0	4.51022	0
4.4	1	15	0	170.664	0
4.4	2	0.25792	0	4.63735	0
4.5	1	14.88	0	174.972	0
4.5	2	0.26208	0	4.76652	0
4.6	1	15	0	179.438	0
4.6	2	0.25792	0	4.89365	0
4.7	1	15	0	184.029	0
4.7	2	0.26208	0	5.02282	0
4.8	1	15	0	188.749	0
4.8	2	0.25792	0	5.14995	0
4.9	1	15	0	193.586	0
4.9	2	0.25792	0	5.27707	0
5	1	15	0	198.538	0
5	2	0.26208	0	5.40625	0
5.1	1	14.88	0	203.559	0
5.1	2	0.25792	0	5.53337	0
5.2	1	15	0	208.731	0
5.2	2	0.26208	0	5.66255	0
5.3	1	15	0	214.012	0
5.3	2	0.25792	0	5.78967	0
5.4	1	15	0	219.4	0
5.4	2	0.25792	0	5.9168	0
5.5	1	15	0	224.895	0
5.5	2	0.26208	0	6.04597	0
5.6	1	15	0	230.493	0
5.6	2	0.25792	0	6.1731	0
5.7	1	14.88	0	236.147	0
5.7	2	0.26208	0	6.30227	0
5.8	1	15	0	241.946	0
5.8	2	0.25792	0	6.4294	0
5.9	1	15	0	247.844	0
5.9	2	0.26208	0	6.55857	0
6	1	15	0	253.84	0
6	2	0.25792	0	6.6857	0
6.1	1	15	0	259.931	0
6.1	2	0.25792	0	6.81282	0
6.2	1	15	1	266.116	0
6.2	2	0.26208	0	6.942	0
6.3	1	14.9098	0	271.722	0
6.3	2	0.45888	0	7.14754	0
6.4	1	15	0	274.825	0
6.4	2	0.26208	0	7.27671	0
6.5	1	15	0	277.95	0
6.5	2	0.25792	0	7.40384	0
6.6	1	15	0	281.241	0
6.6	2	0.25792	0	7.53096	0
6.7	1	15	0	284.695	0
6.7	2	0.26208	0	7.66014	0
6.8	1	14.88	0	288.282	0
6.8	2	0.25792	0	7.78726	0
6.9	1	15	0	292.041	0
6.9	2	0.26208	0	7.91644	0
7	1	15	0	295.954	0
7	2	0.25792	0	8.04356	0
7.1	1	15	0	300.005	0
7.1	2	0.25792	0	8.17069	0
7.2	1	15	0	304.182	0
7.2	2	0.26208	0	8.29986	0
7.3	1	15	0	308.508	0
7.3	2	0.25792	0	8.42699	0
7.4	1	14.88	0	312.921	0
7.4	2	0.26208	0	8.55616	0
7.5	1	15	0	317.488	0
7.5	2	0.25792	0	8.68329	0
7.6	1	15	0	322.176	0
7.6	2	0.26208	0	8.81246	0
7.7	1	15	0	326.994	0
7.7	2	0.25792	0	8.93959	0
7.8	1	15	0	331.927	0
7.8	2	0.25792	0	9.06671	0
7.9	1	15	0	336.971	0
7.9	2	0.26208	0	9.19589	0
8	1	14.88	0	342.084	0
8	2	0.25792	0	9.32301	0
8.1	1	15	0	347.347	0
8.1	2	0.26208	0	9.45219	0
8.2	1	15	0	352.717	0
8.2	2	0.25792	0	9.57931	0
8.3	1	15	0	358.193	0
8.3	2	0.25792	0	9.70644	0
8.4	1	15	0	363.773	0
8.4	2	0.26208	0	9.83561	0
8.5	1	15	0	369.454	0
8.5	2	0.25792	0	9.96274	0
8.6	1	14.88	0	375.188	0
8.6	2	0.26208	0	10.0919	0
8.7	1	15	0	381.067	0
8.7	2	0.25792	0	10.219	0
8.8	1	15	0	387.045	0
8.8	2	0.26208	0	10.3482	0
8.9	1	15	0	393.118	0
8.9	2	0.25792	0	10.4753	0
9	1	15	1	399.285	0
9	2	0.25792	0	10.6025	0
9.1	1	15	0	405.387	0
9.1	2	0.4464	0	10.8018	0
9.2	1	14.9366	0	408.578	0
9.2	2	0.27456	0	10.9372	0
9.3	1	15	0	411.662	0
9.3	2	0.25792	0	11.0643	0
9.4	1	15	0	414.917	0
9.4	2	0.26208	0	11.1935	0
9.5	1	14.88	0	418.319	0
9.5	2	0.25792	0	11.3206	0
9.6	1	15	0	421.895	0
9.6	2	0.26208	0	11.4498	0
9.7	1	15	0	425.634	0
9.7	2	0.25792	0	11.5769	0
9.8	1	15	0	429.506	0
