1.10223	14.1406
1.20737	15.5547
1.21217	16.9688
1.21698	18.3828
1.22178	19.7969
1.22659	21.2109
1.31248	22.625
1.31728	24.0391
1.32209	25.4531
1.3269	26.8672
1.3317	28.2812
1.33651	29.6953
1.34132	31.1094
1.41759	32.5234
1.4224	33.9375
1.4272	35.3516
1.43201	36.7656
1.43682	38.1797
1.44162	39.5938
1.44643	41.0078
1.45123	42.4219
1.45604	43.8359
1.46085	45.25
1.46565	46.6641
1.5251	48.0781
1.52991	49.4922
1.53472	50.9062
1.53952	52.3203
1.54433	53.7344
1.54914	55.1484
1.55394	56.5625
1.55875	57.9766
1.56356	59.3906
1.56836	60.8047
1.57317	62.2188
1.57798	63.6328
1.58278	65.0469
1.58759	66.4609
1.59239	67.875
1.5972	69.2891
1.63022	70.7031
1.63502	72.1172
1.63983	73.5312
1.64464	74.9453
1.64944	76.3594
1.65425	77.7734
1.65906	79.1875
1.66386	80.6016
1.66867	82.0156
1.67347	83.4297
1.67828	84.8438
1.68309	86.2578
1.68789	87.6719
1.6927	89.0859
1.69751	90.5
1.70231	91.9141
1.70712	93.3281
1.71193	94.7422
1.71673	96.1562
1.72154	97.5703
1.72634	98.9844
1.73115	100.398
1.73596	101.812
1.74076	103.227
1.74557	104.641
1.75038	106.055
1.75518	107.469
1.75999	108.883
1.7648	110.297
1.7696	111.711
1.77441	113.125
1.77922	114.539
1.78402	115.953
1.78883	117.367
1.79363	118.781
1.79844	120.195
1.80325	121.609
1.80805	123.023
1.81286	124.438
1.81767	125.852
1.82247	127.266
1.82728	128.68
1.83209	130.094
1.83689	131.508
1.8417	132.922
1.8465	134.336
1.85131	135.75
1.85612	137.164
1.86092	138.578
1.86573	139.992
1.87054	141.406
1.87534	142.82
1.88015	144.234
1.88496	145.648
1.88976	147.062
1.89457	148.477
1.89938	149.891
1.90418	151.305
1.90899	152.719
1.91379	154.133
1.9186	155.547
1.92341	156.961
1.92821	158.375
1.93302	159.789
1.93783	161.203
1.94263	162.617
1.94744	164.031
1.95225	165.445
1.95705	166.859
1.96186	168.273
1.96666	169.688
1.97147	171.102
1.97628	172.516
1.98108	173.93
1.98589	175.344
1.9907	176.758
1.9955	178.172
2.00031	179.586
2.00512	181
2.00992	182.414
2.01473	183.828
2.01954	185.242
2.02434	186.656
2.02915	188.07
2.03395	189.484
2.03876	190.898
2.04357	192.312
2.04699	193.727
2.05126	195.141
2.05403	196.555
2.05884	197.969
2.06161	199.383
2.06588	200.797
2.06865	202.211
